#Slice Iteration,O2,O0
0 132306153 133441327
1 88913762 108768840
2 54611438 90886230
3 38472584 78293411
4 27260835 77262539
5 23272400 61482467
6 20528296 53886909
7 18529154 42405670
8 15697260 37370074
9 14978231 29198435
10 16679314 31041785
11 15034483 27625487
12 13163490 24080031
13 16054360 20679418
14 18591738 18059257
15 13852309 19396431
16 14767514 20101348
17 12819840 20997760
18 13014042 20660980
19 11730073 19828316
20 11362557 19408075
21 11292250 19198257
22 11053772 18862396
23 8868597 18374066
24 7740868 16004897
25 8196084 13369127
26 7659272 11928176
27 6770699 11058664
28 5733239 10277120
29 4870474 10410524
30 4574837 10481295
31 5000514 9696056
32 4252477 8448102
33 4305764 7181044
34 4731746 6017686
35 3186232 5445942
36 3264115 4956170
37 3472438 4497773
38 2995509 4355348
39 2691395 3977028
40 2910181 3837501
41 2433928 3573538
42 2655363 3189281
43 2808176 2937268
44 2345432 2819362
45 1847882 2457775
46 1785468 2230877
47 1745331 1985291
48 1598440 1791124
49 1716398 1702405
50 1592411 1466310
51 1399300 1429827
52 1272694 1216104
53 1187201 1181458
54 1040815 1138586
55 1024213 1160639
56 926366 1081619
57 889454 1095405
58 886758 1037572
59 850758 970987
60 795719 1038622
61 806298 1061083
62 798932 1001387
63 777298 846044
64 784270 905709
65 769068 886680
66 745309 896786
67 753502 927925
68 727750 958583
69 718418 802194
70 713073 869634
71 691036 875940
72 664185 889984
73 665048 934342
74 664361 939342
75 630095 985736
76 634760 1067183
77 617540 1058398
78 601259 1058724
79 627778 1018432
80 615837 922813
81 596551 949549
82 601034 933942
83 586862 973182
84 579697 909286
85 584854 738225
86 583214 791399
87 589549 802555
88 578838 789444
89 527087 841782
90 520799 893573
91 547117 733087
92 558739 777964
93 556130 777707
94 584492 767512
95 628362 826789
96 628698 817450
97 565174 857379
98 566519 935211
99 646848 915303
