#Slice Iteration,O2,O0
0 79278684 78871788
1 40717698 52015193
2 28074211 29416600
3 20611669 25560948
4 14441555 21569907
5 9575393 20992540
6 9589784 20582281
7 9322481 20838103
8 8060264 19787116
9 5575000 17042772
10 5086881 18257817
11 4973763 18797293
12 4583327 18302038
13 4323610 16909089
14 3806390 15248549
15 3602968 19159364
16 3380319 19759871
17 3155748 17293530
18 2980699 16618892
19 2640812 16465585
20 2471476 16494745
21 2456255 16317883
22 2369965 14526085
23 2203421 11061485
24 2103217 8570743
25 2068376 6381193
26 2017686 5948757
27 1589444 4970040
28 1621201 4955904
29 1660975 4054081
30 1523208 3760887
31 1548531 2961141
32 1210156 2960150
33 1380242 2677406
34 1357677 2490426
35 1359189 2365506
36 1300587 2187243
37 1204011 2158957
38 1409491 2178549
39 1393059 1983651
40 1080214 1643007
41 1283350 1585331
42 1213122 1502513
43 1472809 1491994
44 1232387 1479595
45 1189042 1447504
46 1193398 1263068
47 1072779 1264388
48 1259380 1198257
49 1206360 1120508
50 983639 1009619
51 1107447 1047547
52 1061242 1114477
53 1029379 1070554
54 944059 1043795
55 882766 1100252
56 879321 1046834
57 813366 1037648
58 815593 977789
59 873581 1044967
60 731672 1146413
61 846761 1114726
62 888013 1075517
63 816185 1121059
64 803569 1230380
65 639680 1024543
66 756180 863235
67 673779 798668
68 697780 784438
69 745748 671664
70 693470 662054
71 864003 699078
72 746399 710813
73 769518 681852
74 730917 640369
75 702800 606718
76 854601 592309
77 738296 604957
78 844158 572140
79 676419 564079
80 833591 496585
81 880687 513831
82 591628 559323
83 756965 581475
84 576881 490198
85 466984 452377
86 679960 470373
87 701223 456649
88 570655 465834
89 534048 471199
90 469770 387202
91 570049 403749
92 447503 400840
93 533887 406777
94 468397 407359
95 370622 406697
96 505916 331801
97 412031 325893
98 430017 343933
99 389722 357291
100 321966 380612
101 400668 373136
102 336624 347902
103 454802 363360
104 335663 407045
105 259761 417061
106 380943 408802
107 284945 365389
108 382909 356939
109 311699 414344
110 251946 514185
111 0 484541
112 0 483951
113 0 467318
