#Slice Iteration,O2,O0
0 106162195 50679720
1 58883313 55410458
2 38610041 50963766
3 20250212 34070094
4 31737657 31286562
5 46512525 30243179
6 38336550 17650330
7 9033835 13459099
8 8941178 21456733
9 7209884 27821693
10 6553942 26541402
11 6153358 13142734
12 6245660 6170538
13 5344956 5179040
14 4697919 4581594
15 5283199 4705055
16 5180883 4625163
17 5008977 5164536
18 4556558 4285577
19 4356481 4251358
20 3717516 3601188
21 3577704 3508114
22 3713651 3891808
23 3481134 3727581
24 3320511 3237882
25 3235889 2907655
26 3120476 2711825
27 2680047 2382123
28 2609326 2368464
29 2870830 2646512
30 2824797 2675306
31 3196179 2844811
32 3008788 2647127
33 2787981 2473652
34 2486167 2217118
35 2379280 2197831
36 2530317 2396772
37 2588687 2374999
38 2445653 2228321
39 2499975 2271044
40 2465088 2255507
41 2385622 2185450
42 2350350 2170831
43 2371005 2206542
44 2707603 2505837
45 2331236 2106928
46 2463846 2260874
47 2452520 2126627
48 2117741 1976287
49 2016025 1841632
50 1743153 1516944
51 1721791 1480952
52 1715154 1494610
53 1698554 1526616
54 1700957 1574499
55 1658326 1488706
56 1676704 1463142
57 1636503 1470602
58 1647204 1496504
59 1635487 1498770
60 1570170 1444445
61 1627327 1486043
62 1572406 1420625
63 1610857 1471136
64 1593810 1465644
65 1597833 1481099
66 1574786 1457575
67 1565195 1445723
68 1554868 1422293
69 1546722 1393585
70 1543211 1395586
71 1566123 1434436
72 1469795 1372375
73 1525988 1415909
74 1468887 1321914
75 1517015 1368919
76 1399362 1254790
77 1428458 1289604
78 1350975 1240079
79 1386749 1280197
80 1350842 1217514
81 1361280 1216839
82 1293362 1146774
83 1302599 1175620
84 1213008 1098022
85 1248694 1119281
86 1183303 1032797
87 1163583 1022489
88 1122990 990410
89 1130530 1013248
90 1101264 985123
91 1130931 1003192
92 1081300 943841
93 1089743 953467
94 1033187 906288
95 1055373 923199
96 997651 879244
97 963149 832678
98 954225 827174
99 927597 800861
