#Slice Iteration,O2,O0
0 222986952 189490529
1 62077629 54073943
2 43316458 53211673
3 37762403 43324745
4 34946645 44416553
5 33256757 35908588
6 28881012 33664119
7 25401233 31321810
8 23410492 33156293
9 23250365 28817727
10 19719330 27674377
11 19768437 25115812
12 18209277 24182684
13 17043364 22331267
14 15962139 22801061
15 14166790 21064479
16 13161645 19405196
17 12345322 17340403
18 11229922 16235375
19 10056632 15036302
20 9781828 15439500
21 9332174 13697820
22 9308460 12922623
23 9506407 11654012
24 8726078 11438990
25 8672879 10237468
26 8199070 9931014
27 7653354 9408192
28 7253444 9152467
29 7358353 9209499
30 6642405 9134810
31 6570936 8684566
32 6124587 8870004
33 5614719 8413012
34 5361115 8280008
35 5258028 7972217
36 4965473 7524982
37 4746281 6994784
38 4722904 7061459
39 4548942 6291250
40 4521122 6126725
41 4262932 5982707
42 3953663 5734538
43 4003190 5469370
44 3918405 5658123
45 3694787 5156964
46 3609416 5144798
47 3564600 4950060
48 3467912 4922423
49 3345975 4708209
50 3281115 4753034
51 3193808 4573703
52 3192971 4725872
53 3153650 4461767
54 3074403 4497084
55 3072878 4351277
56 3037267 4374318
57 2931871 4134195
58 2886311 4202647
59 2787649 4036330
60 2733436 4089272
61 2648680 3853134
62 2564549 3797964
63 2543660 3724744
64 2529328 3702799
65 2535406 3373338
66 2437430 3276787
67 2400717 3206586
68 2326639 3145353
69 2222250 3077605
70 2170668 3108678
71 2113154 3044197
72 2068398 2974839
73 1953974 2923722
74 1913352 2766197
75 1848758 2741431
76 1866662 2629585
77 1800711 2541883
78 1795063 2422845
79 1728784 2363968
80 1664941 2286132
81 1541243 2254085
82 1531661 2100773
83 1504128 2030550
84 1469773 1934876
85 1365544 1899570
86 1305523 1759394
87 1291975 1864041
88 1293191 1780121
89 1248230 1735962
90 1250875 1720739
91 1213920 1739833
92 1152633 1608984
93 1049194 1616935
94 1055736 1565087
95 1036050 1491747
96 1039358 1430868
97 1000565 1421635
98 1017578 1374612
99 1006998 1395075
