#Slice Iteration,O2,O0
0 126512426 143241255
1 19896569 79351756
2 14010611 86886255
3 12609208 50252110
4 13751790 65047733
5 12345782 45223338
6 11593057 9673234
7 10383486 10173464
8 11561626 6380614
9 9894882 6597400
10 10911306 7132374
11 9266720 4329485
12 10036197 5363366
13 8817723 4984262
14 9250311 4261650
15 7950353 5002515
16 8545397 4671157
17 7375298 4002412
18 7062223 4594044
19 5677950 4006263
20 5691593 3303657
21 4627368 3874267
22 4439712 3456651
23 3484993 2832690
24 3477570 3451458
25 2808059 2921465
26 2956097 2293153
27 2334914 2872906
28 2494262 2584563
29 1971511 2032947
30 2180825 2572491
31 1712067 2285904
32 1850144 1769911
33 1381337 2184958
34 1404595 2011549
35 960341 1623152
36 955335 2017792
37 605869 1792597
38 518807 1401225
39 264197 1790849
40 271197 1629327
41 168716 1267231
42 103610 1618625
43 12197 1438863
44 14796 1134834
45 9593 1398262
46 6965 1299139
47 7010 1001283
48 6841 1206562
49 6742 1158424
50 6775 865386
51 6701 957585
52 6690 956539
53 6683 721511
54 6660 712217
55 6632 750947
56 6749 538342
57 6722 449786
58 6729 485795
59 6704 378135
60 6635 313600
61 6635 308164
62 6629 202516
63 6591 143752
64 6621 158488
65 6596 121646
66 6608 92727
67 6616 56512
68 6573 41163
69 6580 23463
70 6575 25933
71 6573 15768
72 6584 25829
73 6571 5104
74 6597 5199
75 6554 5205
76 6543 5044
77 6529 5136
78 6553 5021
79 6505 4989
80 6559 5141
81 6545 5091
82 6563 5056
83 6557 5292
84 6541 4942
85 6560 5112
86 6580 5288
87 6532 5143
88 6559 5034
89 6546 5165
90 6575 5161
91 6553 5141
92 6535 5066
93 6545 4903
94 6559 4899
95 6516 5241
96 6567 5054
97 6564 5033
98 6600 5170
99 6610 5022
100 0 5128
101 0 5288
102 0 5170
103 0 5142
104 0 5136
105 0 5088
106 0 5131
107 0 5187
108 0 4947
109 0 4763
110 0 4951
111 0 4801
112 0 4674
113 0 4862
114 0 4678
115 0 4822
116 0 4848
117 0 4622
118 0 4639
119 0 4714
120 0 4588
