#Opcount  181.mcf  197.parser  175.vpr  186.crafty
1630000  26.4745625  9.815152811  6.128343642  33.99841733
1640000  26.58472698  9.840395938  6.14527847  34.09898149
1650000  26.6999789  9.870010561  6.161261405  33.82420676
1660000  26.80973978  9.902569453  6.177075872  33.16901855
1670000  26.94317109  9.93854228  6.18966268  33.03076167
1680000  27.08614049  9.969744477  6.19980662  33.09447983
1690000  27.22004052  10.001379  6.211726246  32.99433267
1700000  27.3628161  10.03337354  6.224932271  33.13974553
1710000  27.50568987  10.06841047  6.238300329  33.24364301
1720000  27.64453983  10.10027926  6.25123978  33.11527497
1730000  27.7829049  10.13817543  6.265630654  33.26584233
1740000  27.92337485  10.17301496  6.277614471  33.42857523
1750000  28.06349162  10.20517397  6.292685635  33.59147963
1760000  28.20681789  10.24128365  6.305867926  33.74496127
1770000  28.33392367  10.27145312  6.318003181  33.86838126
1780000  28.47436056  10.30515634  6.328769213  33.97181085
1790000  28.61812784  10.33963133  6.3410971  33.84316966
1800000  28.7544225  10.37153487  6.353329143  34.02055136
1810000  28.89234775  10.40805192  6.366717283  34.18406114
1820000  29.03414456  10.44394221  6.379202243  34.35154192
1830000  29.1687904  10.47545706  6.394881085  34.52201373
1840000  29.30458619  10.51400013  6.407030048  34.687044
1850000  29.44469616  10.54888884  6.419744905  34.85011915
1860000  29.57942333  10.57933775  6.428406144  35.00395159
1870000  29.71599256  10.61227043  6.440185842  35.15932629
1880000  29.85957471  10.64867598  6.453998886  35.32923242
1890000  29.99004294  10.68431255  6.462699843  35.48487581
1900000  30.13285205  10.71347815  6.473919645  35.62857031
1910000  30.2568901  10.74633601  6.482131745  35.75288075
1920000  30.40467888  10.78540498  6.495323776  35.85445393
1930000  30.53592352  10.81562468  6.507381514  35.71968534
1940000  30.66707324  10.84995949  6.516156168  35.88906081
1950000  30.79824825  10.88625673  6.527324337  36.05563792
1960000  30.93952017  10.92444008  6.536691491  36.23503778
1970000  31.07060497  10.95813045  6.548112775  36.39358988
1980000  31.20796659  10.9920207  6.558760111  36.56837425
1990000  31.34164017  11.02755328  6.573396032  36.73712423
2000000  31.47584088  11.06039184  6.584628377  36.9119398
2010000  31.61324142  11.09366324  6.594597491  37.07666246
2020000  31.74093041  11.12469202  6.608753353  37.25047986
2030000  31.87514937  11.15957949  6.618938997  37.42233873
2040000  32.01186988  11.18735321  6.630127573  37.5913347
2050000  32.13889441  11.21680696  6.641919804  37.75440991
2060000  32.28015238  11.24469377  6.651640971  37.93249891
2070000  32.41310848  11.27811277  6.660600922  38.08224378
2080000  32.55026382  11.31180874  6.672792338  38.26270674
2090000  32.67421634  11.3146624  6.686044305  38.40614993
2100000  32.79901392  11.32828224  6.694233033  38.56034294
2110000  32.93127605  11.34859619  6.704721316  38.72673881
2120000  33.06845272  11.37434442  6.718495806  38.89922251
2130000  33.1880493  11.39746242  6.733515583  39.0493694
2140000  33.32492991  11.4291602  6.744993956  39.20657295
2150000  33.4624854  11.45995679  6.757912464  39.36207671
2160000  33.59373373  11.49138106  6.770473972  39.52501539
2170000  33.31001698  11.52278159  6.783531294  39.66446635
2180000  32.88925918  11.5541762  6.792257966  39.79246684
2190000  32.51269686  11.58947114  6.804246522  39.91258375
2200000  32.480671  11.61874737  6.813550426  39.97618137
2210000  32.45202042  11.64869303  6.825627896  39.86357249
2220000  32.23178005  11.67855436  6.839367847  40.03385281
2230000  31.65381634  11.70591911  6.853427762  40.19090829
2240000  31.20557445  11.74052921  6.864971716  40.37788975
2250000  31.01688174  11.77012923  6.874519473  40.53286593
2260000  30.82609907  11.79907145  6.885103968  40.7086661
2270000  30.58867568  11.82777564  6.894248657  40.87161025
2280000  30.44622955  11.85791509  6.905806544  41.04906787
2290000  30.38082129  11.88566231  6.915784728  41.21352466
2300000  30.31668671  11.91420678  6.930918959  41.38358556
2310000  30.25968452  11.94805824  6.94035481  41.55007149
2320000  30.24113465  11.9750038  6.946643252  41.72974273
2330000  30.17765508  12.00347177  6.959917684  41.88984337
2340000  30.12119467  12.03556322  6.968496197  42.05935859
2350000  30.09641935  12.06533866  6.977774228  42.23000531
2360000  30.10382747  12.09238893  6.985257776  42.39366304
2370000  30.14188296  12.12091559  6.992024937  42.55673727
2380000  30.17493144  12.15361404  7.002014482  42.73213857
2390000  30.23755209  12.18544766  7.011286417  42.89947391
2400000  30.27669314  12.21710093  7.02395368  43.08037341
2410000  30.30349557  12.24955951  7.032745788  43.23888769
2420000  30.34975457  12.28254455  7.043804656  43.41173049
2430000  30.38038399  12.30951161  7.049938072  43.57386335
2440000  30.42008126  12.33924857  7.060376611  43.75051213
2450000  30.45099834  12.36599306  7.067975955  43.91375038
2460000  30.49233188  12.39843353  7.07586171  44.08490948
2470000  30.5248733  12.43356835  7.084415881  44.25586629
2480000  30.56830893  12.46852317  7.093143923  44.43310362
2490000  30.61088807  12.49646056  7.101331991  44.57327521
2500000  30.67893752  12.52226039  7.108361331  44.73117492
2510000  30.76098125  12.55393857  7.117592849  44.89469031
2520000  30.84958748  12.58391217  7.130698207  45.07135639
2530000  30.92724932  12.61508423  7.141045422  45.22676247
2540000  31.00738434  12.65161743  7.155827022  45.39647705
2550000  31.0914636  12.6848087  7.167063478  45.56439394
2560000  31.17787636  12.71409482  7.179596355  45.75024629
2570000  31.25027095  12.72594385  7.189458081  45.89510092
2580000  31.33036146  12.73136105  7.202424387  46.06230357
2590000  31.4093187  12.74729407  7.212809932  46.21804141
2600000  31.48841188  12.76588928  7.223670897  46.39798069
2610000  31.56649027  12.7870701  7.233961796  46.55818707
2620000  31.65061133  12.80878005  7.244160439  46.73066246
2630000  31.71855814  12.83149492  7.254190793  46.84942903
2640000  31.80162536  12.8552818  7.26723009  47.02104971
2650000  31.881782  12.88043261  7.279479799  47.17435897
2660000  31.95646985  12.8998434  7.288481502  47.33471064
2670000  32.0382188  12.92681473  7.300356651  47.49681344
2680000  32.11082361  12.95105531  7.309053442  47.65755805
2690000  32.18621698  12.97694698  7.319632954  47.80563632
2700000  32.26747334  13.00222356  7.329676622  47.94338578
2710000  32.34391069  13.03326536  7.336647047  48.09172859
2720000  32.41933195  13.05781483  7.344483044  48.24189413
2730000  32.49807515  13.08254878  7.354402623  48.36872041
2740000  32.57382178  13.10913897  7.360233493  48.49837534
2750000  32.65006149  13.13601034  7.368104896  48.59249934
2760000  32.72493473  13.1650891  7.377854878  48.57698691
2770000  32.80370896  13.19248602  7.387092922  46.39235336
2780000  32.90660367  13.22147345  7.393906707  44.45223847
2790000  33.0029004  13.246324  7.403276149  40.84021301
2800000  33.10720341  13.27513204  7.412651886  39.40143249
2810000  33.20709064  13.30156759  7.420344933  38.90824186
2820000  33.30226569  13.33258294  7.42759233  38.59104122
2830000  33.40295727  13.36194175  7.434826577  38.2995872
2840000  33.50872242  13.39333825  7.443201286  38.05664774
2850000  33.60282946  13.42293437  7.451250142  36.52644925
2860000  33.70153764  13.44821176  7.461571127  34.60381723
2870000  33.80126128  13.47141487  7.472523826  33.01268233
2880000  33.90629588  13.50249348  7.483887104  31.50355351
2890000  33.99575235  13.52738141  7.494310194  30.08208358
2900000  34.09402892  13.55516648  7.501869217  29.10124703
2910000  34.19262356  13.58526225  7.509048808  28.29587894
2920000  34.29603654  13.6125098  7.51677746  27.17773755
2930000  34.38746568  13.63891182  7.5242251  26.53805558
2940000  34.49082703  13.66837592  7.535025331  26.0554917
2950000  34.58973543  13.69685299  7.542573654  25.64925891
2960000  34.68825705  13.72849854  7.548496596  25.21433374
2970000  34.7836599  13.75587244  7.556800016  24.69986052
2980000  34.88703212  13.77959861  7.566047391  24.32309386
2990000  34.98557696  13.8043393  7.574494502  24.01974428
3000000  35.08216266  13.82963359  7.585336558  23.69771455
3010000  35.18043621  13.85387043  7.594235937  23.44827461
3020000  35.2740642  13.88192905  7.59947413  23.17057639
3030000  35.37563648  13.9098361  7.60861138  22.9685959
3040000  35.47102516  13.9379555  7.617301287  22.77568589
3050000  35.56470284  13.95678647  7.62710727  22.57292923
3060000  35.66471774  13.97963255  7.63443836  22.39575888
3070000  35.75683272  14.00458821  7.64224786  22.26796715
3080000  35.86123758  14.02878712  7.651023785  22.14445922
3090000  35.95488623  14.05185496  7.658704471  21.85822087
3100000  36.0501481  14.07394069  7.664659439  20.94236492
3110000  36.14841658  14.10183451  7.66981529  20.24311422
3120000  36.24768449  14.12209271  7.676849159  19.64226931
3130000  36.33692007  14.14230129  7.686263307  19.09541973
3140000  36.43969845  14.16706349  7.693870785  18.62567058
3150000  36.52176399  14.18784981  7.701384499  18.20006935
3160000  36.6249163  14.21597649  7.709594335  17.8182606
3170000  36.72346287  14.23856833  7.717001337  17.41704545
3180000  36.81412392  14.25845351  7.724488621  17.1613637
3190000  36.91139808  14.28497502  7.732880897  16.99810967
3200000  37.01517059  14.31179154  7.73860557  16.8063096
3210000  37.10390869  14.334067  7.746315754  16.61577922
3220000  37.19529098  14.35485098  7.752833771  16.41159543
3230000  37.2898882  14.38291276  7.761441035  16.27760814
3240000  37.39044371  14.41002922  7.769444797  16.11835192
3250000  37.48411541  14.4387087  7.776242427  15.95609318
3260000  37.57758575  14.46517218  7.78459547  15.86597403
3270000  37.49564747  14.48817301  7.793092363  15.74399372
3280000  37.35511851  14.51080059  7.800392735  15.63417675
3290000  37.23321067  14.52738575  7.807878438  15.52166376
3300000  37.22646203  14.55352342  7.815530096  15.44333938
3310000  37.22754629  14.57159683  7.822230732  15.34016426
3320000  37.13576666  14.59458721  7.82913364  15.2528613
3330000  36.9158804  14.61810463  7.837182197  15.16681221
3340000  36.39325662  14.64037433  7.845707031  15.11803976
3350000  36.18709307  14.66113304  7.854264531  15.02703758
3360000  36.02616381  14.68207146  7.861607827  14.95438573
3370000  35.86126585  14.70789569  7.870706782  14.88864244
3380000  35.67996222  14.73579155  7.879274194  14.83156192
3390000  35.57063387  14.75949664  7.886282858  14.75692448
3400000  35.51280825  14.78574567  7.893929109  14.70817039
3410000  35.4301385  14.80826173  7.899400682  14.66263638
3420000  35.37659692  14.83332046  7.908392493  14.57052389
3430000  35.34637906  14.85949392  7.916070808  14.52209299
3440000  35.30246842  14.8877008  7.924043879  14.48383816
3450000  35.23362714  14.91285272  7.932222252  14.46212881
3460000  35.21958505  14.93758559  7.937147189  14.4335582
3470000  35.24323967  14.96001128  7.943343361  14.4161017
3480000  35.25733701  14.98213397  7.950262095  14.38905403
3490000  35.27944177  15.00300679  7.95761603  14.35450053
3500000  35.3200819  15.02939247  7.964833358  14.34031636
3510000  35.33282151  15.05286021  7.974647937  14.29638933
3520000  35.35176118  15.07919157  7.982934669  14.27054286
3530000  35.37608687  15.10466313  7.989020242  14.24574367
3540000  35.39226017  15.11435022  7.996610569  14.22291747
3550000  35.4104094  15.11351821  8.002453225  14.19136566
3560000  35.43670116  15.12435153  8.009230742  14.16199976
3570000  35.45850653  15.13688483  8.016913231  14.14315301
3580000  35.47361642  15.155846  8.02364265  14.12080696
3590000  35.49863105  15.16926191  8.030331653  14.09540114
3600000  35.53635747  15.19128817  8.038793548  14.06896427
3610000  35.59430096  15.20805707  8.044913718  14.04666202
3620000  35.65329864  15.22579836  8.051609446  14.02718089
3630000  35.71465459  15.24750469  8.057720366  14.00142417
3640000  35.77657482  15.26808292  8.06515729  13.97496903
3650000  35.83393683  15.2901305  8.073157916  13.96442905
3660000  35.89821092  15.30823715  8.08035859  13.95601663
3670000  35.96293957  15.33385635  8.08717425  13.94778883
3680000  36.01640424  15.3526517  8.092448534  13.93682266
3690000  36.07472587  15.37443418  8.098891929  13.92816772
3700000  36.13032067  15.39459744  8.106189564  13.92931091
3710000  36.18781698  15.41749497  8.114705641  13.92554249
3720000  36.25286741  15.44324416  8.122459896  13.92197139
3730000  36.3071843  15.46282639  8.130322538  13.92134217
3740000  36.36442478  15.48171926  8.1385522  13.93061587
3750000  36.42857143  15.50164643  8.146242365  13.9290582
3760000  36.49195365  15.52469127  8.155324362  13.92562388
3770000  36.54260339  15.54599465  8.163948556  13.92759969
3780000  36.60855503  15.56704984  8.173343887  13.91348116
3790000  36.66197773  15.58607421  8.179893079  13.90702815
3800000  36.72599167  15.61624107  8.186032827  13.90487746
3810000  36.77778156  15.63300955  8.190461589  13.902052
3820000  36.83752871  15.65552481  8.197691298  13.89144732
3830000  36.89659081  15.67859001  8.204009241  13.88570971
3840000  36.96207759  15.70230761  8.211670586  13.88353712
3850000  37.01513576  15.72346336  8.217174229  13.88043978
3860000  37.0732686  15.7411031  8.222161853  13.87020462
3870000  37.12390218  15.76131583  8.228165777  13.86277767
3880000  37.20295886  15.78552311  8.235577117  13.85771583
3890000  37.28185105  15.8038096  8.242318493  13.85867176
3900000  37.35890722  15.82850206  8.248412134  13.85355676
3910000  37.44073468  15.85158909  8.255913158  13.84829194
3920000  37.51923518  15.87276315  8.262401186  13.84991418
3930000  37.59819428  15.8946822  8.268731798  13.85494263
3940000  37.6771992  15.91701955  8.274525278  13.85572429
3950000  37.74990574  15.93735865  8.27956114  13.85767844
3960000  37.83236409  15.96309597  8.28709462  13.86694182
3970000  37.91271673  15.98268532  8.294356697  13.87097853
3980000  37.99009415  16.00624499  8.299263939  13.88079223
3990000  38.0670861  16.02953215  8.30946605  13.88222302
4000000  38.14743657  16.0453922  8.315841139  13.886027
4010000  38.22417203  16.06380138  8.323099085  13.89772246
4020000  38.30508731  16.08636478  8.327190158  13.90056242
4030000  38.38298222  16.09523857  8.332599267  13.90439464
4040000  38.45864911  16.09499237  8.340276848  13.9083356
4050000  38.53896461  16.10978196  8.346036901  13.90097648
4060000  38.61345278  16.1222364  8.351859067  13.89897988
4070000  38.68912366  16.13567922  8.356757722  13.89543127
4080000  38.77187274  16.15287749  8.362210008  13.90069753
4090000  38.84561827  16.16998143  8.368630692  13.89220829
4100000  38.92591664  16.18824374  8.374464408  13.88774121
4110000  39.0060477  16.20749521  8.381164321  13.88822403
4120000  39.0854582  16.22932496  8.388516224  13.89203931
4130000  39.15720197  16.24712963  8.3969334  13.88463464
4140000  39.23924316  16.26930634  8.404595886  13.8808192
4150000  39.31295738  16.29059057  8.411238479  13.87783411
4160000  39.39758863  16.3117237  8.41687076  13.87724432
4170000  39.46369386  16.32827125  8.421535289  13.870324
4180000  39.5441597  16.34547462  8.429581508  13.86343484
4190000  39.62785228  16.36603615  8.435887609  13.8608139
4200000  39.69183881  16.38429655  8.441455402  13.86635938
4210000  39.77160685  16.40699089  8.447400955  13.87197239
4220000  39.84900093  16.4262181  8.455687522  13.8764025
4230000  39.92284394  16.44548699  8.464061591  13.88809919
4240000  40.00307425  16.4638484  8.472633258  13.90215741
4250000  40.07993848  16.48387164  8.479299556  13.90815241
4260000  40.14951146  16.5046751  8.487772027  13.92091433
4270000  40.23165413  16.52483714  8.494405287  13.9402523
4280000  40.30657612  16.54440096  8.50157351  13.961825
4290000  40.38299566  16.56293953  8.508439604  13.97196057
4300000  40.46084775  16.57708619  8.516467392  13.98649714
4310000  40.53506979  16.59458167  8.524812898  14.00400961
4320000  40.61520552  16.61593026  8.53104192  14.01729018
4330000  40.68388843  16.63227292  8.536121705  14.02823743
4340000  40.75970913  16.65147764  8.544492881  14.04182948
4350000  40.83580579  16.67435721  8.549836488  14.0577454
4360000  40.91315041  16.69352444  8.556931429  14.06727213
4370000  40.98964801  16.71526902  8.565214589  14.07732848
4380000  40.97092395  16.73061716  8.570500379  14.08921839
4390000  40.94997848  16.75287646  8.577292382  14.10489595
4400000  40.94373058  16.77326011  8.584126842  14.11411836
4410000  40.95557388  16.78975531  8.589781698  14.12457833
4420000  40.962718  16.81153121  8.59602906  14.13785366
4430000  40.90293959  16.83328458  8.603297102  14.15192322
4440000  40.92137746  16.85429169  8.609748401  14.16511861
4450000  40.94941231  16.87644123  8.616693009  14.17469234
4460000  40.98739086  16.89546396  8.624328993  14.18664111
4470000  41.03982212  16.91443104  8.630633574  14.20061169
4480000  41.10358101  16.93803474  8.638548847  14.21863231
4490000  41.15244595  16.95938229  8.645131341  14.2310706
4500000  41.21449749  16.98458287  8.651809187  14.25094392
4510000  41.28233602  17.00604704  8.660114753  14.27069451
4520000  41.35467621  17.0129069  8.665333749  14.28665937
4530000  41.41547266  17.01367321  8.669879484  14.30249021
4540000  41.48564218  17.02329331  8.675027394  14.31874166
4550000  41.55696007  17.03677413  8.680721041  14.34044608
4560000  41.62276654  17.049719  8.68670375  14.35311786
4570000  41.6990486  17.06492519  8.692247982  14.36811485
4580000  41.77146758  17.08303684  8.697613255  14.38113075
4590000  41.84376686  17.10104552  8.701778339  14.39387895
4600000  41.92546384  17.12491161  8.707777424  14.40297907
4610000  41.9969546  17.14457008  8.713738791  14.4156736
4620000  42.07439737  17.16145198  8.719341923  14.43060274
4630000  42.15257667  17.17957356  8.725666539  14.43974589
4640000  42.22818407  17.20376619  8.731435902  14.45128526
4650000  42.30395142  17.22009121  8.739327263  14.45968126
4660000  42.37635297  17.2377264  8.743744477  14.4759805
4670000  42.44899652  17.25703503  8.748560822  14.48371745
4680000  42.5292583  17.27623939  8.753932429  14.4924066
4690000  42.60268721  17.29314883  8.758349851  14.50133988
4700000  42.67901594  17.30929463  8.764733567  14.51510527
4710000  42.7613084  17.3319126  8.769753827  14.5238935
4720000  42.83345854  17.35261427  8.775775059  14.53130011
4730000  42.91488382  17.3678491  8.780828182  14.54151799
4740000  43.00075417  17.38950854  8.786649547  14.55850199
4750000  43.0749794  17.40733068  8.794013953  14.57355631
4760000  43.15878248  17.42491074  8.8003507  14.58997075
4770000  43.24169589  17.44395532  8.80620559  14.61167544
4780000  43.32589504  17.46859882  8.810498002  14.62942931
4790000  43.40220299  17.48401524  8.816018211  14.6482474
4800000  43.48936096  17.50473539  8.821613644  14.66290325
4810000  43.56389241  17.5188872  8.826344913  14.6751284
4820000  43.6466783  17.5391383  8.832505946  14.69059944
4830000  43.72342936  17.55892503  8.839086679  14.70392071
4840000  43.80601873  17.57748454  8.844958395  14.71495017
4850000  43.87677065  17.59686553  8.850153055  14.72428361
4860000  43.94199894  17.61792474  8.854809384  14.73685194
4870000  44.01210365  17.64055296  8.860876121  14.74552405
4880000  44.08677181  17.65865202  8.867282773  14.75364399
4890000  44.14828313  17.67890669  8.871942593  14.76614177
4900000  44.21454567  17.69846598  8.878736217  14.77606868
4910000  44.29213762  17.71991769  8.885856363  14.7875923
4920000  44.36466956  17.740277  8.893043914  14.79676975
4930000  44.44118684  17.76172118  8.898192694  14.80984525
4940000  44.51385992  17.78471375  8.903749396  14.81900851
4950000  44.59134397  17.80084519  8.91224696  14.82887964
4960000  44.67252434  17.82326046  8.916553081  14.83743589
4970000  44.73843573  17.83640054  8.922453425  14.85062674
4980000  44.8186415  17.85614246  8.928273429  14.8571838
4990000  44.89409684  17.87404902  8.933618892  14.86434551
5000000  44.97114976  17.89735208  8.938464683  14.87483908
