#Opcount  181.mcf  197.parser  175.vpr  186.crafty
20650000  46.27684816  13.65200292  12.71867455  8.078974209
20660000  46.29069738  13.65026863  12.72018281  8.080225209
20670000  46.29493245  13.64835624  12.7200694  8.082279819
20680000  46.30355201  13.64628548  12.71948654  8.082720022
20690000  46.31428427  13.64451805  12.71947784  8.081602848
20700000  46.31865045  13.64250017  12.71900715  8.078998982
20710000  46.3269397  13.63966093  12.71903936  8.077786966
20720000  46.33709493  13.63743177  12.7199571  8.07765848
20730000  46.35055271  13.6351943  12.7196182  8.079582362
20740000  46.35524801  13.63203037  12.71962456  8.081034629
20750000  46.36298875  13.6302764  12.7198935  8.080141408
20760000  46.37432663  13.62828612  12.71988517  8.078833865
20770000  46.37216421  13.62687962  12.72164752  8.079664964
20780000  46.3824787  13.62423145  12.72146187  8.08163506
20790000  46.39217098  13.6230135  12.72172102  8.083504629
20800000  46.40448028  13.62158748  12.72194874  8.082791108
20810000  46.40961918  13.61995626  12.72176295  8.082169446
20820000  46.41963676  13.61818762  12.7215657  8.081894444
20830000  46.42839096  13.61666022  12.72133776  8.080964094
20840000  46.43799039  13.61520663  12.72129421  8.081609874
20850000  46.44328622  13.61248533  12.71973675  8.082925413
20860000  46.4480392  13.61108405  12.72059043  8.082566948
20870000  46.45570222  13.60967516  12.72070311  8.083140517
20880000  46.46306968  13.60817699  12.72163453  8.084561377
20890000  46.47159302  13.60670461  12.7213477  8.084695738
20900000  46.4814238  13.60468916  12.72225779  8.084832013
20910000  46.48650568  13.60188357  12.72240697  8.084207815
20920000  46.49482434  13.60084517  12.72287053  8.082991259
20930000  46.50499468  13.59940585  12.72363024  8.08482652
20940000  46.50893705  13.59753123  12.72328787  8.086031789
20950000  46.51400988  13.59649013  12.72282945  8.085174989
20960000  46.52626147  13.59487028  12.72276522  8.083820767
20970000  46.53464823  13.59295431  12.72245645  8.082080128
20980000  46.54051832  13.58990535  12.7218929  8.082681833
20990000  46.54899884  13.58753756  12.72160775  8.083378735
21000000  46.55885456  13.58626981  12.72132064  8.082038953
21010000  46.56288136  13.58439587  12.72059848  8.081325115
21020000  46.56392641  13.58309847  12.72040826  8.08105589
21030000  46.56734584  13.58062558  12.72039669  8.081949911
21040000  46.57277548  13.57857117  12.71998438  8.081643711
21050000  46.57984945  13.57687825  12.71974159  8.081698935
21060000  46.58912318  13.5749424  12.72086059  8.081510048
21070000  46.59885948  13.57031369  12.72139092  8.080328385
21080000  46.60555508  13.5670337  12.72183495  8.081934899
21090000  46.61379176  13.56539579  12.7212935  8.083851577
21100000  46.62259855  13.5641528  12.72179717  8.083102256
21110000  46.62935119  13.56224315  12.7219373  8.082351788
21120000  46.628252  13.56043658  12.72382275  8.081802642
21130000  46.63718945  13.55913249  12.72357845  8.081390845
21140000  46.64970843  13.55745632  12.72420468  8.079142533
21150000  46.65298739  13.5558918  12.72472489  8.078675669
21160000  46.65925768  13.55415037  12.72529196  8.081183539
21170000  46.66999649  13.5522416  12.72533513  8.081835177
21180000  46.68608372  13.55054142  12.7250972  8.0816343
21190000  46.69011168  13.54920141  12.72538391  8.080026401
21200000  46.70256533  13.54798021  12.72559618  8.079074262
21210000  46.71265424  13.54608337  12.72578516  8.077116174
21220000  46.71832936  13.54478439  12.72672871  8.077486597
21230000  46.72833484  13.54362418  12.72567259  8.077465996
21240000  46.7353652  13.54209003  12.72443599  8.075001603
21250000  46.74647446  13.54060666  12.72410062  8.073707298
21260000  46.7493879  13.53821069  12.72321404  8.070829846
21270000  46.7611436  13.53703259  12.7229311  8.068738236
21280000  46.77331189  13.53575757  12.72294885  8.0677841
21290000  46.77791984  13.53420768  12.72241796  8.066657117
21300000  46.78225914  13.53225968  12.72252745  8.064772138
21310000  46.79143441  13.53093599  12.7220932  8.063160523
21320000  46.80224925  13.52935808  12.72341362  8.062048407
21330000  46.80565323  13.52766909  12.72455954  8.060171223
21340000  46.81548491  13.5261428  12.72506986  8.05837534
21350000  46.82029685  13.52390304  12.72538529  8.058107301
21360000  46.82709766  13.52226203  12.72497104  8.058060812
21370000  46.83346251  13.51953414  12.7248569  8.057538177
21380000  46.84503065  13.5177262  12.72465856  8.055530564
21390000  46.85229255  13.51531941  12.7240823  8.054327244
21400000  46.85733975  13.51343626  12.7241013  8.053433262
21410000  46.87083809  13.51014042  12.72402223  8.052401336
21420000  46.88218777  13.50817092  12.72387159  8.052464472
21430000  46.88946119  13.5066329  12.72383382  8.053354395
21440000  46.89851993  13.50408886  12.72389452  8.054125969
21450000  46.91153604  13.50255838  12.7240604  8.054834843
21460000  46.92358964  13.50085026  12.72513797  8.055336117
21470000  46.92864094  13.49959168  12.72647527  8.056720904
21480000  46.93545385  13.49837747  12.72690511  8.055857156
21490000  46.94296339  13.49694755  12.72653659  8.054659908
21500000  46.94580243  13.49435329  12.72596358  8.05376465
21510000  46.95947763  13.49272824  12.72512913  8.053359497
21520000  46.9730952  13.49141357  12.72491482  8.053188827
21530000  46.9763537  13.48862579  12.72499787  8.052289953
21540000  46.98407179  13.48688423  12.72445942  8.051748201
21550000  46.99196797  13.48533536  12.72537338  8.0518263
21560000  47.00385889  13.48391167  12.72664768  8.051571291
21570000  47.00306106  13.48220269  12.72698893  8.050948798
21580000  47.0101625  13.47995512  12.72736904  8.050804237
21590000  47.01936907  13.47935021  12.7277075  8.050183616
21600000  47.02609148  13.47772505  12.72729414  8.049457129
21610000  47.03096598  13.47669899  12.72821402  8.049316415
21620000  47.03958244  13.47465243  12.72770293  8.048639028
21630000  47.04979604  13.47340512  12.72772009  8.048072014
21640000  47.05607878  13.47226821  12.72827339  8.047344916
21650000  47.06601797  13.47098806  12.72797364  8.046183518
21660000  47.07385737  13.46971851  12.72832912  8.046111606
21670000  47.08610073  13.46825629  12.72843623  8.045603849
21680000  47.0983596  13.46711808  12.72892867  8.045095672
21690000  47.10874664  13.46570251  12.7287687  8.045201357
21700000  47.12281734  13.46434084  12.72845805  8.044103598
21710000  47.12646137  13.4627371  12.72827397  8.0437158
21720000  47.13766132  13.46199929  12.72866105  8.043313402
21730000  47.1454603  13.46023565  12.72937654  8.043123749
21740000  47.15130745  13.45915039  12.72955746  8.043226408
21750000  47.15185128  13.45778621  12.73025685  8.041924078
21760000  47.16278212  13.44680376  12.7307844  8.0416561
21770000  47.17342794  13.44534523  12.73117131  8.041339281
21780000  47.17423772  13.443637  12.73194435  8.041172215
21790000  47.19174326  13.44216906  12.73198159  8.04140691
21800000  47.20521081  13.43998213  12.73231318  8.040567072
21810000  47.2141349  13.43840391  12.73224142  8.040068854
21820000  47.21824392  13.4372921  12.7324118  8.039312024
21830000  47.22390138  13.43562641  12.73197284  8.038384184
21840000  47.23093119  13.43424256  12.73181222  8.037178884
21850000  47.24083104  13.43240808  12.7321985  8.037303447
21860000  47.25693506  13.43136277  12.73198295  8.037220866
21870000  47.26667042  13.43011696  12.73240558  8.036827723
21880000  47.2704163  13.42904535  12.73305246  8.036873989
21890000  47.27693073  13.42696466  12.73332892  8.036466393
21900000  47.29172939  13.42571472  12.7338458  8.035518089
21910000  47.30205612  13.42440817  12.73427911  8.035230152
21920000  47.30962363  13.4238219  12.73414911  8.035020821
21930000  47.31164818  13.42185506  12.73380283  8.033905591
21940000  47.31879758  13.41934222  12.7343136  8.033484449
21950000  47.31962561  13.41761865  12.73466183  8.033857059
21960000  47.32942823  13.41524783  12.73435645  8.033618998
21970000  47.3438691  13.41434458  12.73405818  8.033210048
21980000  47.35531894  13.41271826  12.73377547  8.032967746
21990000  47.36409309  13.41121692  12.7338565  8.032359445
22000000  47.37682523  13.41020779  12.73446491  8.032551094
22010000  47.39086443  13.4090796  12.73378381  8.032594126
22020000  47.40251135  13.40839754  12.73414078  8.032690571
22030000  47.41023227  13.40608965  12.73391692  8.031657643
22040000  47.42260295  13.40468487  12.73408938  8.030756727
22050000  47.43464892  13.40319822  12.73422383  8.03083618
22060000  47.44440446  13.40142907  12.73539689  8.030575883
22070000  47.45713779  13.39951846  12.73609994  8.030128036
22080000  47.47303718  13.39822944  12.73685954  8.03045348
22090000  47.48195936  13.39654477  12.73731525  8.030011965
22100000  47.49865247  13.3953086  12.73820579  8.029079597
22110000  47.51299721  13.39281276  12.73968005  8.028027416
22120000  47.52444701  13.39123714  12.73991248  8.026774881
22130000  47.53323659  13.39035074  12.7409778  8.025420828
22140000  47.5457325  13.38920612  12.74091874  8.024744828
22150000  47.56149063  13.38842911  12.7412203  8.023384558
22160000  47.57064954  13.3869054  12.74140883  8.023333613
22170000  47.5824998  13.38585285  12.74209473  8.023968607
22180000  47.59553763  13.38444998  12.74230627  8.024506571
22190000  47.60926563  13.38301407  12.7430415  8.025016376
22200000  47.62009219  13.38201839  12.74386137  8.025659996
22210000  47.63806798  13.38051162  12.74457773  8.02548777
22220000  47.65606527  13.37898839  12.74564358  8.024472658
22230000  47.66750554  13.3777158  12.74714654  8.023752668
22240000  47.6841963  13.37641013  12.74847203  8.0233732
22250000  47.69480298  13.37510898  12.74836597  8.022700121
22260000  47.70646792  13.37411643  12.7486641  8.023253858
22270000  47.71785006  13.37280376  12.74976462  8.024336411
22280000  47.7319679  13.37099302  12.75021228  8.025808854
22290000  47.74494973  13.36926334  12.75048707  8.026495429
22300000  47.75560901  13.36778991  12.75105656  8.027288802
22310000  47.76792451  13.36662218  12.75165288  8.027478488
22320000  47.78043545  13.3654401  12.75232463  8.026598677
22330000  47.79335467  13.36387323  12.75293072  8.026761091
22340000  47.80205364  13.36241395  12.75358457  8.027726446
22350000  47.81666446  13.36103391  12.75498464  8.028595109
22360000  47.83161616  13.35982232  12.75602759  8.029944774
22370000  47.84256403  13.35771193  12.75713541  8.030671172
22380000  47.85640688  13.35661189  12.75781286  8.031852269
22390000  47.86888682  13.35480212  12.75789386  8.030723058
22400000  47.88371622  13.35407768  12.75867468  8.030155398
22410000  47.89332977  13.35311603  12.75871191  8.030604902
22420000  47.90610538  13.35173445  12.75872787  8.030898058
22430000  47.91807675  13.35055465  12.75919941  8.032073949
22440000  47.93204579  13.34986014  12.7594968  8.033045578
22450000  47.94388325  13.34852151  12.7595127  8.033565331
22460000  47.95523307  13.34317231  12.76011615  8.034356822
22470000  47.95648765  13.34197066  12.76071122  8.034992824
22480000  47.96532964  13.34040245  12.76071003  8.035866462
22490000  47.97471078  13.3390919  12.76083932  8.035609902
22500000  47.9814411  13.33762068  12.76077652  8.034378765
22510000  47.99346795  13.33656168  12.76202321  8.034229392
22520000  48.00587535  13.33575729  12.76266875  8.033817807
22530000  48.01944439  13.33421112  12.7626796  8.033755405
22540000  48.02962865  13.33369052  12.7624187  8.03367175
22550000  48.03704154  13.33162637  12.76175848  8.033190541
22560000  48.04153725  13.33049928  12.76233502  8.033767202
22570000  48.0524814  13.32877573  12.76251145  8.033744585
22580000  48.06454779  13.32748442  12.76270957  8.033861768
22590000  48.06615809  13.32662562  12.76308356  8.034355583
22600000  48.07685374  13.32586503  12.7633487  8.033659986
22610000  48.0819664  13.32464202  12.76437015  8.033861676
22620000  48.09280694  13.32354315  12.76525578  8.032922414
22630000  48.10123374  13.32176644  12.76556071  8.03310502
22640000  48.10889458  13.31998645  12.76544143  8.032940525
22650000  48.11838315  13.31828775  12.76587275  8.032723146
22660000  48.12999283  13.3167614  12.76656249  8.032287914
22670000  48.14198189  13.3151523  12.76687102  8.031962105
22680000  48.15706363  13.31335713  12.76728924  8.03139261
22690000  48.17232225  13.31192983  12.76705309  8.031707419
22700000  48.18808387  13.31047951  12.76693746  8.031124243
22710000  48.19968064  13.30814366  12.76762079  8.031212988
22720000  48.2113812  13.30659104  12.76861588  8.03138461
22730000  48.22429992  13.30460937  12.76912498  8.031880385
22740000  48.23222828  13.30345553  12.76924855  8.030694052
22750000  48.23883363  13.30160825  12.7701671  8.029805562
22760000  48.24879262  13.29971809  12.77063229  8.02902087
22770000  48.26127767  13.29827611  12.7712518  8.028723072
22780000  48.27003261  13.29670653  12.77133666  8.029756054
22790000  48.27882671  13.29563904  12.77220662  8.030917526
22800000  48.2877853  13.29187779  12.77177498  8.031547671
22810000  48.2891617  13.28986417  12.77143158  8.032581462
22820000  48.30013397  13.28855545  12.77206266  8.032982824
22830000  48.30925874  13.28712332  12.77279144  8.032392182
22840000  48.31737414  13.28580597  12.77295443  8.032215524
22850000  48.32298622  13.28468554  12.77238931  8.032421731
22860000  48.33203757  13.28338776  12.77233047  8.033753479
22870000  48.33366682  13.28226994  12.77239829  8.03517401
22880000  48.33141696  13.28074392  12.77227026  8.036535174
22890000  48.33304675  13.27901137  12.77272117  8.037462162
22900000  48.33736865  13.27777283  12.77293203  8.038987078
22910000  48.33862516  13.27615897  12.77308668  8.038029019
22920000  48.34736912  13.2750704  12.77414116  8.037990715
22930000  48.35193208  13.27367169  12.77537899  8.039414788
22940000  48.35471412  13.27242206  12.77621309  8.040381554
22950000  48.35992498  13.27150594  12.77545846  8.04045405
22960000  48.36812558  13.27038369  12.77679449  8.040532207
22970000  48.37156348  13.26861058  12.77730565  8.040334578
22980000  48.37299463  13.26698451  12.77755539  8.039818191
22990000  48.37793183  13.26562912  12.77849202  8.039879208
23000000  48.38128762  13.26444172  12.7791071  8.039756191
23010000  48.38368585  13.26274827  12.77903351  8.040107637
23020000  48.39156556  13.26171219  12.77932269  8.040110836
23030000  48.39589534  13.26035011  12.77977674  8.040596237
23040000  48.40155889  13.25910199  12.78249108  8.040364504
23050000  48.4032359  13.25702206  12.78279517  8.039794922
23060000  48.40515175  13.25592922  12.78354329  8.041652367
23070000  48.40609898  13.25424426  12.78411358  8.042861726
23080000  48.40851814  13.25295226  12.78437879  8.043305857
23090000  48.41297237  13.25167635  12.78505847  8.043796048
23100000  48.41831558  13.24976829  12.78547452  8.043078069
23110000  48.42623155  13.24796112  12.78583744  8.0439844
23120000  48.43310214  13.24652702  12.78695635  8.043972229
23130000  48.44055214  13.24540376  12.78721454  8.044645231
23140000  48.45138592  13.22071405  12.78731261  8.043574585
23150000  48.46499513  13.19210513  12.78853872  8.042919063
23160000  48.47605742  13.17477575  12.78927427  8.042618316
23170000  48.48541079  13.17092573  12.78911007  8.043209493
23180000  48.49468898  13.16945711  12.78999724  8.04463977
23190000  48.50345839  13.16813046  12.79044898  8.045903435
23200000  48.51141234  13.16667181  12.79139805  8.047152165
23210000  48.51658667  13.16425287  12.79108676  8.04805605
23220000  48.52137589  13.16310015  12.79154151  8.048340079
23230000  48.52999202  13.16177141  12.79169679  8.047866216
23240000  48.5367573  13.16053203  12.79174379  8.047647089
23250000  48.54295276  13.15889205  12.7927061  8.047620523
23260000  48.54950005  13.15785331  12.79313253  8.04870263
23270000  48.55587852  13.15652394  12.79350025  8.049586981
23280000  48.56272928  13.15575935  12.7940136  8.050860692
23290000  48.56966466  13.15494567  12.79484505  8.051996828
23300000  48.57668637  13.15354963  12.7953799  8.052602999
23310000  48.58682105  13.1530053  12.79634612  8.053717544
23320000  48.59809041  13.15148411  12.79721362  8.053539683
23330000  48.60487623  13.1508233  12.79831852  8.053423709
23340000  48.61618012  13.14841617  12.79878644  8.05251318
23350000  48.62792407  13.14740924  12.79907431  8.052958161
23360000  48.64388328  13.14648729  12.80053029  8.052118638
23370000  48.653836  13.14541768  12.80024482  8.050634877
23380000  48.66589271  13.14439491  12.80027194  8.05236019
23390000  48.67608747  13.14339645  12.80028644  8.05342522
23400000  48.68244293  13.14226366  12.80037763  8.053471241
23410000  48.69170139  13.14108211  12.80064251  8.055534661
23420000  48.70037836  13.13994957  12.80088161  8.056897166
23430000  48.70853872  13.13859245  12.80115022  8.057127245
23440000  48.71480125  13.13777856  12.80143424  8.056413283
23450000  48.7218386  13.13656629  12.80314964  8.054868854
23460000  48.72754354  13.13534822  12.80407825  8.05654041
23470000  48.73477149  13.13405957  12.80566826  8.057947916
23480000  48.75070753  13.13269626  12.8074038  8.057634251
23490000  48.75531566  13.1315818  12.80867074  8.059809374
23500000  48.76474096  13.13043507  12.80910067  8.061364853
23510000  48.76928411  13.12823344  12.80953099  8.061816992
23520000  48.78032915  13.12729365  12.81076826  8.062345664
23530000  48.78320189  13.12601485  12.8113577  8.062154475
23540000  48.79452714  13.12534058  12.81264756  8.062498644
23550000  48.80564901  13.12399641  12.81362054  8.063079034
23560000  48.81079353  13.12356488  12.81474116  8.063743051
23570000  48.81889097  13.12256929  12.81575509  8.063890789
23580000  48.82361568  13.12150131  12.81585124  8.063865806
23590000  48.83476463  13.12028382  12.81575826  8.063785532
23600000  48.84391778  13.11939764  12.81595812  8.062756936
23610000  48.85119812  13.1186593  12.81679127  8.063798566
23620000  48.86551391  13.11810021  12.81735962  8.06617674
23630000  48.8746607  13.11737976  12.81798976  8.065851992
23640000  48.88500586  13.11699329  12.81903765  8.065660322
23650000  48.89283959  13.11643526  12.81987466  8.065385665
23660000  48.90538274  13.11499967  12.82066793  8.065239401
23670000  48.91265662  13.11422577  12.82143782  8.06481633
23680000  48.91622921  13.11295283  12.82205658  8.064781452
23690000  48.92149673  13.11211913  12.82227339  8.06464665
23700000  48.93055344  13.11151346  12.82309152  8.06368329
23710000  48.93661952  13.11046685  12.82419184  8.063466996
23720000  48.95183282  13.10959766  12.82492074  8.063936417
23730000  48.96617195  13.10851439  12.82590354  8.066282791
23740000  48.98018334  13.10776539  12.82628434  8.066101868
23750000  48.98406205  13.10672674  12.82705326  8.065856919
23760000  48.98989326  13.10591993  12.82821878  8.065395678
23770000  49.00239974  13.1052021  12.82872498  8.065081476
23780000  49.00618202  13.10467559  12.8297791  8.064750854
23790000  49.0116179  13.10380532  12.83056688  8.064805154
23800000  49.00265054  13.10274719  12.83080691  8.06465611
23810000  48.99736318  13.10241986  12.83155176  8.064212518
23820000  48.99448113  13.10139599  12.83245878  8.063958251
23830000  48.99278484  13.10051233  12.8343033  8.06355532
23840000  48.99158871  13.09543742  12.83550785  8.065128199
23850000  48.98777095  13.09455584  12.83570592  8.066525788
23860000  48.98634468  13.09334516  12.83589685  8.066102103
23870000  48.98753333  13.09271535  12.83522469  8.065727491
23880000  48.98947596  13.09196642  12.8358559  8.065059825
23890000  48.99228228  13.0906032  12.83698711  8.064922217
23900000  48.99401014  13.08961341  12.83797482  8.065178116
23910000  48.99777406  13.08807816  12.83903171  8.064801177
23920000  48.99358164  13.08733017  12.8395128  8.064792871
23930000  49.00036926  13.08505788  12.8393735  8.064684428
23940000  49.00044192  13.08376528  12.84053859  8.064711203
23950000  48.99803213  13.08247992  12.84118521  8.066762981
23960000  48.99617913  13.08135366  12.84167403  8.066680049
23970000  49.00299608  13.0803307  12.84301828  8.066591817
23980000  49.00788409  13.07926166  12.84339153  8.066061875
23990000  49.00909698  13.07782985  12.84263112  8.067377543
24000000  49.02110011  13.07717508  12.84267273  8.069348476
24010000  49.03097516  13.07664363  12.84297065  8.070319035
24020000  49.03488612  13.07573016  12.84301501  8.070505206
24030000  49.03616762  13.07492172  12.84284098  8.070840926
24040000  49.04153449  13.07416058  12.84353031  8.07119842
24050000  49.03635668  13.07352422  12.84338197  8.070489738
24060000  49.0320971  13.07277038  12.84319808  8.071719479
24070000  49.0420874  13.07212708  12.8433033  8.073773911
24080000  49.04220914  13.07173999  12.84275377  8.073521518
24090000  49.0373581  13.0709356  12.84329203  8.075511811
24100000  49.04813365  13.07056857  12.84367642  8.07740327
24110000  49.04522062  13.06955055  12.84430439  8.07742028
24120000  49.04438379  13.06830676  12.84492061  8.076574236
24130000  49.0395717  13.06757229  12.84616625  8.078270241
24140000  49.04787237  13.06712068  12.8473602  8.079876176
24150000  49.04645921  13.06654652  12.84783473  8.080701625
24160000  49.04243955  13.06637871  12.84737592  8.082427479
24170000  49.04074403  13.06580712  12.84762093  8.083625251
24180000  49.04158714  13.06569628  12.84732408  8.082572124
24190000  49.0358313  13.06485986  12.84769478  8.083539351
24200000  49.03970258  13.06265177  12.84832982  8.085356921
24210000  49.0417411  13.06197629  12.84859513  8.085745499
24220000  49.04205994  13.06087035  12.84891377  8.087679429
24230000  49.03647447  13.06042493  12.8499142  8.089683343
24240000  49.03482238  13.05976931  12.85132967  8.090573125
24250000  49.03194813  13.05853476  12.85177123  8.091453072
24260000  49.02527731  13.0579555  12.85267241  8.092146391
24270000  49.01440705  13.05770027  12.85384969  8.092609441
24280000  49.01022672  13.0569423  12.85556647  8.091637197
24290000  49.01129224  13.05600097  12.8552698  8.093710917
24300000  49.00600257  13.05543219  12.85595661  8.09550025
24310000  49.00988946  13.05473633  12.85682489  8.095203096
24320000  49.01204783  13.0531986  12.8578241  8.097499013
24330000  49.003522  13.0523359  12.85805218  8.099403721
24340000  49.00283483  13.05162755  12.8587031  8.100031745
24350000  49.0044172  13.0507165  12.85885551  8.100611016
24360000  49.00752548  13.04979451  12.8601517  8.101155159
24370000  48.99820846  13.04866367  12.86056025  8.101626084
24380000  48.9955381  13.04771927  12.86050494  8.101015576
24390000  48.98945321  13.0470649  12.85975373  8.09935952
24400000  48.98591377  13.04657365  12.86017925  8.099874595
24410000  48.9877984  13.04584562  12.86080359  8.101524786
24420000  48.98945985  13.04484123  12.8618365  8.102320329
24430000  48.98870727  13.04380013  12.8629655  8.102400951
24440000  48.98233811  13.04358115  12.86340603  8.104517724
24450000  48.97290521  13.0421163  12.86382875  8.105928757
24460000  48.97028349  13.04141611  12.86412697  8.10655026
24470000  48.9632058  13.04018305  12.8637157  8.10721897
24480000  48.96505032  13.03928663  12.86403493  8.106003898
24490000  48.96133059  13.03836765  12.86504386  8.105831424
24500000  48.96082185  13.03775629  12.86536795  8.105687205
24510000  48.95247836  13.03741284  12.86607003  8.105094463
24520000  48.94462203  13.0361202  12.86632987  8.104670778
24530000  48.93753746  13.03508875  12.86650742  8.104191061
24540000  48.93593071  13.02728952  12.86782103  8.104772922
24550000  48.93380768  13.02653385  12.86851207  8.105893899
24560000  48.93364399  13.02546902  12.86924679  8.107080167
24570000  48.93507202  13.02475742  12.86964719  8.10815126
24580000  48.93841706  13.02421744  12.87088084  8.107552927
24590000  48.93099096  13.02362801  12.87105875  8.107277287
24600000  48.92145503  13.0230111  12.87086685  8.107106678
24610000  48.91681221  13.02206193  12.87116704  8.106912642
24620000  48.91337723  13.02171762  12.87169169  8.106809783
24630000  48.91307763  13.0206921  12.87206228  8.106860879
24640000  48.9068496  13.02050133  12.87340176  8.106975674
24650000  48.89840018  13.01923373  12.8729578  8.106508507
24660000  48.89716486  13.0188926  12.87301394  8.106244166
24670000  48.89533716  13.01818475  12.87426971  8.106487456
24680000  48.88832723  13.01751278  12.87532975  8.107347109
24690000  48.88761915  13.01712089  12.87667499  8.108631881
24700000  48.88160597  13.01595168  12.87737713  8.109649892
24710000  48.8797362  13.01511393  12.87842365  8.109867195
24720000  48.88133663  13.01395456  12.87878502  8.110863546
24730000  48.87931136  13.01343585  12.87905687  8.111812562
24740000  48.87411801  13.0129485  12.8798763  8.113123725
24750000  48.86755095  13.01217439  12.88066792  8.1131359
24760000  48.86314718  13.0115394  12.88140706  8.112600468
24770000  48.86042478  13.01084153  12.88197195  8.112362191
24780000  48.85256866  13.0101619  12.88224157  8.111746451
24790000  48.82526563  13.00934076  12.8823357  8.111498004
24800000  48.80782999  13.00820526  12.88275749  8.111739527
24810000  48.79224272  13.00776813  12.88269503  8.112653109
24820000  48.78383433  13.00721036  12.88318537  8.11394189
24830000  48.77415126  13.00658793  12.8842918  8.114989157
24840000  48.76145585  13.00581513  12.88514867  8.114565081
24850000  48.75363177  13.00534334  12.88542796  8.114672346
24860000  48.74483519  13.00453574  12.88628451  8.114962626
24870000  48.73274499  13.00398388  12.88724653  8.114996784
24880000  48.72117899  13.00334  12.88744559  8.114754607
24890000  48.71254614  13.00140578  12.88803999  8.114834823
24900000  48.70749579  13.0014285  12.88895481  8.114951741
24910000  48.69616574  13.00048488  12.88913747  8.114226831
24920000  48.68763103  13.00016551  12.8897394  8.114370633
24930000  48.6744045  12.99943388  12.89058237  8.115378534
24940000  48.66960796  12.99898979  12.89117496  8.116395568
24950000  48.65504598  12.99811011  12.89247198  8.117507514
24960000  48.65500672  12.99736095  12.89414649  8.118734516
24970000  48.63996392  12.99647768  12.89457291  8.119717139
24980000  48.63611163  12.99571676  12.89460809  8.1209024
24990000  48.62821923  12.99516702  12.89536559  8.121984189
25000000  48.61832241  12.99449767  12.89640089  8.121867315
25010000  48.61108126  12.99380888  12.89713463  8.122173243
25020000  48.5986194  12.99279079  12.89766503  8.122477702
25030000  48.59221221  12.99252662  12.89872265  8.12340894
25040000  48.58295266  12.99157307  12.89925038  8.123345616
25050000  48.57151782  12.99103723  12.89985114  8.123203893
25060000  48.55001951  12.98980234  12.90081972  8.122856304
25070000  48.52771785  12.98899161  12.90061937  8.121191425
25080000  48.52368887  12.98869112  12.9019794  8.121777667
25090000  48.52913503  12.9883239  12.90344768  8.123642596
25100000  48.53452195  12.98825099  12.90467954  8.123998869
25110000  48.53824277  12.98698176  12.90580296  8.123947811
25120000  48.54142045  12.98619183  12.90664782  8.124210361
25130000  48.54927271  12.98533652  12.9075477  8.124695009
25140000  48.55881715  12.98456412  12.90856864  8.124685975
25150000  48.56514756  12.98363938  12.90920767  8.125009007
25160000  48.57236566  12.98346015  12.91047099  8.125182937
25170000  48.57536228  12.9827236  12.91093722  8.124111848
25180000  48.58553125  12.98233114  12.91198297  8.126177176
25190000  48.59221679  12.98197858  12.91225435  8.127959941
25200000  48.59512092  12.98120468  12.91299807  8.129175634
25210000  48.5993426  12.98102176  12.91328928  8.130286655
25220000  48.60776258  12.98047562  12.91386973  8.131048748
25230000  48.61906804  12.98009347  12.91500048  8.132107239
25240000  48.62493148  12.97627014  12.91557567  8.132384726
25250000  48.63278411  12.97503716  12.91596596  8.133241903
25260000  48.64532527  12.97476371  12.91663152  8.133349793
25270000  48.65695008  12.97355033  12.91717626  8.131543583
25280000  48.66860715  12.97280704  12.91793742  8.130478596
25290000  48.67298289  12.9715447  12.91828935  8.129536392
25300000  48.67730579  12.97050877  12.91898734  8.129535846
25310000  48.680517  12.96976907  12.91896187  8.130084377
25320000  48.69201166  12.96895481  12.9194733  8.131637676
25330000  48.70016946  12.9676801  12.91966305  8.132248164
25340000  48.71211391  12.96677368  12.92030362  8.131938964
25350000  48.71827084  12.96616078  12.92234018  8.132558891
25360000  48.7257178  12.96566392  12.92312535  8.132978584
25370000  48.73332179  12.96452146  12.92403751  8.133276234
25380000  48.74474008  12.96369546  12.92570812  8.133799203
25390000  48.75377545  12.96245481  12.92622217  8.133971149
25400000  48.76183198  12.96151745  12.92746337  8.133612127
25410000  48.76874738  12.96035602  12.92763722  8.133507897
25420000  48.77037749  12.95954763  12.92857254  8.133056982
25430000  48.78046441  12.95860402  12.9286768  8.132521637
25440000  48.78878321  12.95815354  12.92910573  8.131764755
25450000  48.79476486  12.9573222  12.92922594  8.13119552
25460000  48.8045136  12.95653372  12.93001581  8.130638699
25470000  48.80799685  12.95584626  12.93058448  8.131173642
25480000  48.82028672  12.95518345  12.93104708  8.130880384
25490000  48.83137767  12.95467115  12.93150992  8.130484119
25500000  48.84161432  12.95356684  12.93226082  8.130580066
25510000  48.84842024  12.9528845  12.93296635  8.129822057
25520000  48.85769317  12.95201423  12.93377004  8.129810508
25530000  48.86650297  12.95079549  12.93441579  8.129986824
25540000  48.87486969  12.95019227  12.93610746  8.130457688
25550000  48.88738897  12.9493574  12.93637874  8.130764661
25560000  48.90250176  12.94807882  12.93759913  8.130487747
25570000  48.91813878  12.94747998  12.93881966  8.130598833
25580000  48.93387655  12.94667983  12.93973079  8.130609659
25590000  48.94286936  12.94462126  12.94081578  8.130613785
25600000  48.95237294  12.9444311  12.94105641  8.130443206
25610000  48.96149009  12.94323281  12.94134944  8.130270385
25620000  48.96224151  12.94296443  12.94280317  8.130519281
25630000  48.96879144  12.94215564  12.94233213  8.130606403
