#Slice Iteration,O2,O0
0 103024471 146997921
1 51923985 126192422
2 30038652 67530670
3 23072035 51417663
4 17108332 40894054
5 14898575 34775741
6 12482345 29072894
7 11454395 24165427
8 9203903 19568947
9 8094473 16761298
10 7526673 14704429
11 7011499 14054953
12 6404824 12734207
13 5855868 11389266
14 4799420 10701496
15 4360987 9240413
16 3903261 8710573
17 3462586 7615551
18 3185759 6753675
19 2944549 6280708
20 2729232 5663976
21 2525763 5534781
22 2363051 5161975
23 2242223 4707669
24 2162926 4439673
25 1919403 4131885
26 1818857 3936662
27 1744697 3945597
28 1673733 3768536
29 1601206 3549202
30 1458425 3248649
31 1372904 3068581
32 1260991 2969994
33 1171820 2835350
34 1109074 2620036
35 1041891 2335118
36 982690 2226647
37 915460 2173449
38 882293 2110281
39 811705 2000558
40 801468 1933477
41 731789 1768512
42 686552 1674328
43 664818 1584417
44 646155 1508834
45 604177 1426216
46 560418 1287908
47 547288 1242003
48 569860 1238297
49 528322 1184792
50 496284 1121468
51 472717 1091672
52 457904 1055432
53 421318 1022834
54 392356 958009
55 382746 924934
56 379273 876488
57 350399 854289
58 341970 810439
59 334086 780633
60 330615 776281
61 309316 765444
62 303702 719524
63 301368 702503
64 292387 695867
65 285319 667948
66 277527 611277
67 269982 592311
68 271082 588520
69 259428 584608
70 247732 541114
71 244404 513604
72 239872 510788
73 229734 507333
74 227378 471213
75 220638 441557
76 219284 429493
77 196605 420792
78 192594 387170
79 192232 361861
80 198975 373413
81 193114 383896
82 185052 361643
83 180638 355542
84 179437 367053
85 163564 367858
86 164726 341373
87 165065 330110
88 164042 327537
89 152540 328032
90 147090 290423
91 149279 279054
92 156790 286707
93 145351 297073
94 143054 271467
95 143075 267598
96 148120 282239
97 134535 279921
98 132870 258151
99 133967 249926
