#Slice Iteration,O2,O0
0 322326336 337452576
1 120980813 220133253
2 97319053 122064299
3 22664743 65903875
4 11311051 49838112
5 12322237 49743122
6 7348239 22320444
7 5519053 20167454
8 5303276 14291505
9 4455893 16250037
10 4152293 8989415
11 3961335 9709212
12 3469135 8829498
13 3278464 7742926
14 3328778 6146302
15 2751715 6598432
16 2537666 5305879
17 2461839 6065320
18 2396268 5697846
19 2035497 5570763
20 2098532 4375440
21 1946093 5144611
22 1965534 4075467
23 1855960 4929053
24 1747649 4763367
25 1708469 4769313
26 1846501 3763377
27 1617170 4630873
28 1579734 3660652
29 1650914 4554382
30 1676791 4479842
31 1509317 4547489
32 1550383 3527342
33 1513837 4368321
34 1552349 3426183
35 1489479 4313412
36 1408359 4260951
37 1430065 4284134
38 1517192 3300476
39 1381602 4152655
40 1347939 3226915
41 1409949 4104288
42 1432722 4069987
43 1313936 4098863
44 1324833 3143102
45 1332871 4025430
46 1357617 3196521
47 1308968 4096298
48 1267442 4005380
49 1276604 3581728
50 1065447 2764580
51 586319 2723530
52 570308 2471062
53 607153 2172252
54 655976 1964695
55 529498 1703620
56 547295 1249233
57 543519 1063641
58 584205 786114
59 526371 659725
60 501409 637189
61 496505 641794
62 577990 618046
63 470848 610814
64 465143 623177
65 500592 607406
66 529979 600397
67 439865 605247
68 457137 582749
69 463277 573179
70 484272 577528
71 445584 566273
72 414155 553826
73 435456 579059
74 496015 489072
75 408864 418051
76 399271 427353
77 438598 418270
78 450991 407167
79 386902 404626
80 392886 391526
81 406612 378610
82 440055 388499
83 390980 385558
84 372041 382209
85 383322 394210
86 440714 381467
87 346693 368704
88 353256 382592
89 378586 372767
90 412645 365215
91 341962 372355
92 353853 364751
93 360212 357832
94 394414 362968
95 332497 353045
96 329460 349019
97 335247 356810
98 393413 334823
99 319671 324851
100 0 351094
101 0 326521
102 0 324732
103 0 333372
104 0 329644
105 0 321471
106 0 322019
107 0 315941
108 0 311473
109 0 321013
110 0 311819
111 0 305221
112 0 312823
113 0 305749
114 0 299643
